-0.14662583	-0.053283058	-0.24559684	0.33259574	-0.23766403	0.26970956	0.21771474	0.01037576	-0.6115257	-0.016117863	0.16620335	-0.107876286	0.012184704	0.11096212	-0.30361757	-0.28227094
0.3525219	-0.31931245	0.021031851	0.12836714	-0.444173	-0.036430698	0.36723927	0.396054	-0.7963163	-0.0942229	-0.4209186	0.17552547	0.3446592	0.5520301	-0.265038	-0.76646477
-0.22847669	-0.26099676	0.0628763	0.16848442	-0.45478013	0.4462795	-0.12455536	-0.25908315	-0.009808952	0.094553724	0.2566514	-0.33161876	-0.39904022	-0.18726774	-0.39369312	-0.0032062815
-0.09524329	0.021950778	-0.16237742	0.41938567	-0.034862	0.19540666	-0.00550174	-0.106592946	-0.1637254	-0.07684857	0.20247623	-0.2646825	-0.12546977	-0.16168469	-0.36271873	0.010322073
-0.09081045	0.41791224	-0.49270126	0.19676784	-0.005344562	0.158893	0.2674709	-0.2690102	0.09859069	-0.030996788	-0.00015110453	0.04802986	-0.16728272	0.049584705	-0.26005933	0.15349856
-0.3729933	-0.67926013	0.5166406	0.04398257	-0.6634397	0.7095899	-0.7228325	-0.5133669	0.48952964	0.28416577	0.72844446	-0.70345604	-0.69264853	-0.634933	-0.5714684	0.31987718
-0.10402448	-0.36812147	0.12647066	0.19063777	-0.13940232	0.18525556	0.1273531	0.17259794	-0.6390569	-0.05395142	0.14167976	-0.11485206	0.22428465	0.07746542	-0.22624725	-0.423937
-0.17744865	-0.023220982	-0.080461495	0.11371992	-0.06425232	0.1765165	0.12663512	0.032605242	-0.5594214	0.10321281	0.11848811	0.005851541	0.11970368	0.07530556	-0.032827053	-0.17965849
-0.56097656	0.2745767	-0.3067805	-0.29745016	-0.4524793	0.69314164	-0.49036145	-0.6811645	0.5552523	0.54097295	0.7036717	-0.5813611	-0.7774467	-0.5708239	-0.14696684	0.56843483
-0.11490113	-0.37538666	0.22388917	0.23413965	-0.22053574	0.24862084	-0.24546231	0.06337815	-0.38017705	-0.07178822	0.2521053	-0.3355685	-0.07069127	-0.21000278	-0.3220712	-0.18581983
-0.15368424	-0.3766544	0.2741297	0.26955548	0.22048773	-0.0056342096	-0.12022287	0.30237788	-0.93147415	-0.12677583	0.2751402	-0.24304467	0.6125469	-0.097997166	-0.024748513	-0.48994756
-0.58292824	0.32564098	-0.5557481	-0.40798336	-0.250541	0.5368215	0.32215965	-0.476013	-0.6450252	0.5393369	0.27316085	0.22158678	-0.03430731	0.37725702	0.48863977	0.2080976
